family,cell,overlap,alpha,p,reps,lam,rmse,cv.bloss,cv.smd,cv.inf,boot.smd,boot.inf,sigma_y,n,s
dimhi,dimhi_02_r200,bad,0.5,1000,200,0.13679303401981566,0.4652783219935981,0.4700806566148404,1.0665114325456624,0.7704056797130119,1.0495774974928356,0.45154003313829866,NA,NA,NA
dimhi,dimhi_02_r200,bad,0.5,1000,200,0.1305755795057048,0.47186554594086944,0.4700806566148404,1.0665114325456624,0.7704056797130119,1.0495774974928356,0.45154003313829866,NA,NA,NA
dimhi,dimhi_02_r200,bad,0.5,1000,200,0.1246407178948951,0.47892671344711824,0.4700806566148404,1.0665114325456624,0.7704056797130119,1.0495774974928356,0.45154003313829866,NA,NA,NA
dimhi,dimhi_02_r200,bad,0.5,1000,200,0.11897560490379518,0.48625199249317014,0.4700806566148404,1.0665114325456624,0.7704056797130119,1.0495774974928356,0.45154003313829866,NA,NA,NA
dimhi,dimhi_02_r200,bad,0.5,1000,200,0.11356798004132584,0.49384394746985183,0.4700806566148404,1.0665114325456624,0.7704056797130119,1.0495774974928356,0.45154003313829866,NA,NA,NA
dimhi,dimhi_02_r200,bad,0.5,1000,200,0.10840614007464952,0.5016266322618201,0.4700806566148404,1.0665114325456624,0.7704056797130119,1.0495774974928356,0.45154003313829866,NA,NA,NA
dimhi,dimhi_02_r200,bad,0.5,1000,200,0.10347891370092331,0.5095388679430112,0.4700806566148404,1.0665114325456624,0.7704056797130119,1.0495774974928356,0.45154003313829866,NA,NA,NA
dimhi,dimhi_02_r200,bad,0.5,1000,200,0.09877563737025945,0.5174649312981535,0.4700806566148404,1.0665114325456624,0.7704056797130119,1.0495774974928356,0.45154003313829866,NA,NA,NA
dimhi,dimhi_02_r200,bad,0.5,1000,200,0.09428613220757014,0.5253442986261624,0.4700806566148404,1.0665114325456624,0.7704056797130119,1.0495774974928356,0.45154003313829866,NA,NA,NA
dimhi,dimhi_02_r200,bad,0.5,1000,200,0.09000068198334973,0.5331787462108541,0.4700806566148404,1.0665114325456624,0.7704056797130119,1.0495774974928356,0.45154003313829866,NA,NA,NA
dimhi,dimhi_02_r200,bad,0.5,1000,200,0.085910012085719,0.5409802381536973,0.4700806566148404,1.0665114325456624,0.7704056797130119,1.0495774974928356,0.45154003313829866,NA,NA,NA
dimhi,dimhi_02_r200,bad,0.5,1000,200,0.0820052694482226,0.5487056598478024,0.4700806566148404,1.0665114325456624,0.7704056797130119,1.0495774974928356,0.45154003313829866,NA,NA,NA
dimhi,dimhi_02_r200,bad,0.5,1000,200,0.07827800338993873,0.5562707637297366,0.4700806566148404,1.0665114325456624,0.7704056797130119,1.0495774974928356,0.45154003313829866,NA,NA,NA
